stratifier,task,measure,n_levels,spread,lo_level,lo_val,lo_n,hi_level,hi_val,hi_n,task_mean
JCR 2022 quartile,Causal,mean_ack,5,0.150186567164179,Q4,0.229166666666667,20,Q2,0.379353233830846,67,0.309898107714702
JCR Q1-2 vs Q3-4,Descriptive,mean_err_w,3,0.597619047619047,Q1-Q2,2.81666666666667,30,Q3-Q4,3.41428571428571,35,3.17283950617284
JCR Q1-2 vs Q3-4,Descriptive,mean_val_err,3,0.561904761904762,Q1-Q2,3.06666666666667,30,Q3-Q4,3.62857142857143,35,3.40740740740741
JCR Q1-2 vs Q3-4,Descriptive,mean_rep_gap,3,0.308333333333333,Q1-Q2,1.06666666666667,30,None,1.375,16,1.14814814814815
JCR Q1-2 vs Q3-4,Descriptive,mean_validity,3,0.0563019652305367,Q3-Q4,0.408605442176871,35,Q1-Q2,0.464907407407407,30,0.431554967666079
JCR Q1-2 vs Q3-4,Descriptive,mean_transparency,3,0.0385522959183673,None,0.802604166666667,16,Q3-Q4,0.841156462585034,35,0.8329561042524
JCR Q1-2 vs Q3-4,Descriptive,mean_dom_flag,3,0.404761904761905,Q1-Q2,2.36666666666667,30,Q3-Q4,2.77142857142857,35,2.61728395061728
JCR Q1-2 vs Q3-4,Descriptive,mean_dom_gap,3,0.308333333333333,Q1-Q2,1.06666666666667,30,None,1.375,16,1.14814814814815
JCR Q1-2 vs Q3-4,Descriptive,pct_ge3,3,25.2380952380952,Q1-Q2,43.3333333333333,30,Q3-Q4,68.5714285714286,35,56.7901234567901
JCR Q1-2 vs Q3-4,Descriptive,pct_val,3,4.49056830469783,Q1-Q2,43.2926829268293,30,Q3-Q4,47.7832512315271,35,46.0269571385204
JCR Q1-2 vs Q3-4,Descriptive,pct_worst,3,8.16286388670338,Q1-Q2,62.8048780487805,30,None,70.9677419354839,16,66.2278740572599
JCR Q1-2 vs Q3-4,Descriptive,mean_ack,3,0.109672619047619,None,0.276041666666667,16,Q3-Q4,0.385714285714286,35,0.346707818930041
JCR Q1-2 vs Q3-4,Causal,mean_err_w,3,0.67152047122807,Q1-Q2,5.72514620877193,114,None,6.39666668,50,5.91703057860262
JCR Q1-2 vs Q3-4,Causal,mean_val_err,3,0.589122807017544,Q1-Q2,6.35087719298246,114,None,6.94,50,6.49344978165939
JCR Q1-2 vs Q3-4,Causal,mean_rep_gap,3,0.249473684210526,Q1-Q2,2.21052631578947,114,None,2.46,50,2.28384279475983
JCR Q1-2 vs Q3-4,Causal,mean_validity,3,0.0563713100338487,None,0.444560752972518,50,Q1-Q2,0.500932063006366,114,0.485137176021456
JCR Q1-2 vs Q3-4,Causal,mean_transparency,3,0.0185504767201851,None,0.832391735371611,50,Q1-Q2,0.850942212091797,114,0.844998126585186
JCR Q1-2 vs Q3-4,Causal,mean_dom_flag,3,0.145964912280701,Q1-Q2,3.1140350877193,114,None,3.26,50,3.16593886462882
JCR Q1-2 vs Q3-4,Causal,mean_dom_gap,3,0.154736842105263,Q1-Q2,1.10526315789474,114,None,1.26,50,1.17467248908297
JCR Q1-2 vs Q3-4,Causal,pct_ge3,3,8.80701754385966,Q1-Q2,77.1929824561403,114,None,86,50,79.9126637554585
JCR Q1-2 vs Q3-4,Causal,pct_val,3,1.81679922724377,Q1-Q2,53.6253776435045,114,None,55.4421768707483,50,54.3036411398179
JCR Q1-2 vs Q3-4,Causal,pct_worst,3,4.2121380274164,Q1-Q2,72.6586102719033,114,None,76.8707482993197,50,74.4488322024169
JCR Q1-2 vs Q3-4,Causal,mean_ack,3,0.132456140350877,None,0.233333333333333,50,Q1-Q2,0.36578947368421,114,0.309898107714702
Funding,Descriptive,mean_err_w,3,0.497695852534562,Not stated,2.85714285714286,21,Funded,3.35483870967742,31,3.17283950617284
Funding,Descriptive,mean_val_err,3,0.612903225806452,Not stated,3,21,Funded,3.61290322580645,31,3.40740740740741
Funding,Descriptive,mean_rep_gap,3,0.354838709677419,Not stated,1,21,Funded,1.35483870967742,31,1.14814814814815
Funding,Descriptive,mean_validity,3,0.0799575744276206,Funded,0.396799795186892,31,Not stated,0.476757369614513,21,0.431554967666079
Funding,Descriptive,mean_transparency,3,0.0465632848121328,Funded,0.805005120327701,31,Not stated,0.851568405139834,21,0.8329561042524
Funding,Descriptive,mean_dom_flag,3,0.473118279569892,Not stated,2.33333333333333,21,Funded,2.80645161290323,31,2.61728395061728
Funding,Descriptive,mean_dom_gap,3,0.354838709677419,Not stated,1,21,Funded,1.35483870967742,31,1.14814814814815
Funding,Descriptive,pct_ge3,3,30.8702791461412,Not stated,38.0952380952381,21,Declared none,68.9655172413793,29,56.7901234567901
Funding,Descriptive,pct_val,3,6.72301007496538,Not stated,41.8803418803419,21,Funded,48.6033519553073,31,46.0505373966185
Funding,Descriptive,pct_worst,3,12.2379792770854,Not stated,59.8290598290598,21,Funded,72.0670391061452,31,66.2330705259654
Funding,Descriptive,mean_ack,3,0.121784345922277,Declared none,0.298850574712644,29,Not stated,0.420634920634921,21,0.346707818930041
Funding,Causal,mean_err_w,3,0.34327964391717,Not stated,5.74590165081967,61,Declared none,6.08918129473684,57,5.91703057860262
Funding,Causal,mean_val_err,3,0.352890422778257,Not stated,6.27868852459016,61,Declared none,6.63157894736842,57,6.49344978165939
Funding,Causal,mean_rep_gap,3,0.180032491507901,Not stated,2.18032786885246,61,Funded,2.36036036036036,111,2.28384279475983
Funding,Causal,mean_validity,3,0.023583270850819,Declared none,0.475673498041919,57,Not stated,0.499256768892738,61,0.485137176021455
Funding,Causal,mean_transparency,3,0.0101544384439122,Funded,0.840028956592424,111,Not stated,0.850183395036336,61,0.844998126585186
Funding,Causal,mean_dom_flag,3,0.21397756686799,Not stated,3.04918032786885,61,Declared none,3.26315789473684,57,3.16593886462882
Funding,Causal,mean_dom_gap,3,0.0488383119962068,Declared none,1.14035087719298,57,Funded,1.18918918918919,111,1.17467248908297
Funding,Causal,pct_ge3,3,11.6526362428002,Not stated,72.1311475409836,61,Funded,83.7837837837838,111,79.9126637554585
Funding,Causal,pct_val,3,2.54576561163388,Not stated,53.1428571428571,61,Declared none,55.688622754491,57,54.3006977813837
Funding,Causal,pct_worst,3,1.43541488451669,Not stated,73.7142857142857,61,Declared none,75.1497005988024,57,74.4527930836654
Funding,Causal,mean_ack,3,0.0587956377430062,Declared none,0.275438596491228,57,Funded,0.334234234234234,111,0.309898107714702
